	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
	 r: 0.2659993285927915	 g: 0.3164159062471389	 b: 0.46769615771965695	 b: 15.00518814661092	 b: -103.35081026642659	 b: -63.951170384838406	 b: 4.4024781029694395
	 r: 0.5646229438154241	 g: 0.6811426129947813	 b: 0.023316141239661855	 b: 14.228797265541552	 b: 21.32486953337198	 b: 62.71675771355328	 b: -123.35142063661611
done
	 r: 0.5647144993438521	 g: 0.17026276436658833	 b: 0.2513199255348369	 b: 17.309945982238226	 b: -83.67052217169714	 b: -119.68724631488998	 b: 98.2803430280465
	 r: 0.9091158787804804	 g: 0.1487777336954863	 b: 0.1783196508682516	 b: 21.85598315378277	 b: -4.082155827509382	 b: -0.5976744895779262	 b: 24.65309610278635
	 r: 0.6624347666859951	 g: 0.3954588457899716	 b: 0.6516922513504441	 b: 17.61146885586108	 b: 14.65279091769159	 b: -110.39790032654805	 b: 4.207159642323063
	 r: 0.413251136814478	 g: 0.3630481887264626	 b: 0.1980040894802698	 b: 16.984618671224098	 b: -2.0039674062318795	 b: -100.77260658589435	 b: -95.8896450697348
	 r: 0.13864558854945525	 g: 0.9300515762810144	 b: 0.6028931546983245	 b: 12.94213690603351	 b: -104.46021912289804	 b: 28.098513748588516	 b: 0.8711203344828675
	 r: 0.21469771416364025	 g: 0.9337748344370861	 b: 0.33420819727164525	 b: 18.591723380230107	 b: -28.418836024048588	 b: 107.64000366222115	 b: 58.74007385479294
	 r: 0.576219977416303	 g: 0.6904812768944365	 b: 0.7726371044038209	 b: 18.319498275704213	 b: -114.95272682882168	 b: 88.7097384563738	 b: -65.42777794732505
	 r: 0.9437543870357372	 g: 0.3283181249427778	 b: 0.8446913052766503	 b: 6.454512161626026	 b: 122.41389202551346	 b: 47.942869350260935	 b: 121.83574938200019
	 r: 0.8970305490279855	 g: 0.014038514358958708	 b: 0.9583117160557878	 b: 18.243202002014222	 b: 15.262184514908284	 b: 94.37397381511886	 b: -126.56245612964263
	 r: 0.4650105288857692	 g: 0.21561326944792017	 b: 0.8502761925107578	 b: 24.533677175206762	 b: -43.872432630390335	 b: -119.06222724082156	 b: 61.88860744041261
	 r: 0.9226660969878231	 g: 0.9497665334025086	 b: 0.8874477370525223	 b: 21.117435224463637	 b: -57.17752616962187	 b: 77.29532761619922	 b: -92.29578539384136
	 r: 0.03280739768669698	 g: 0.7397076326792199	 b: 0.9098178044984283	 b: 15.11871700186163	 b: 26.442213202307187	 b: 16.871608630634483	 b: -61.63078707235938
	 r: 0.565660573137608	 g: 0.3304849391155736	 b: 0.31153294473097937	 b: 21.61976989043855	 b: 26.27814569536423	 b: -40.46607867671743	 b: -1.0898770104068092
	 r: 0.14319284646137884	 g: 0.2749107333597827	 b: 0.16772972808008058	 b: 24.909054841761527	 b: 78.25629444257942	 b: 10.676107058931251	 b: 48.06006042664876
	 r: 0.007263405255287332	 g: 0.7207861568041017	 b: 0.14539017914365063	 b: 17.106692709128087	 b: -84.42054506057924	 b: -53.30240791039766	 b: 114.59334086123235
	 r: 0.391155735953856	 g: 0.3933835871456038	 b: 0.4371471297341838	 b: 7.766808069093905	 b: 123.26548051393169	 b: 54.50556962797938	 b: 72.99832148197882
	 r: 0.9168065431684317	 g: 0.9289834284493546	 b: 0.5631885738700522	 b: 11.508377330851161	 b: -9.691702017273471	 b: 59.45103305154575	 b: -26.8797265541551
	 r: 0.06183050019837031	 g: 0.08331553086947234	 b: 0.8713950010681478	 b: 18.9005706961272	 b: -13.230872524185912	 b: 60.95107882930998	 b: -63.826166570024725
